LON	        LAT	        NOM
2.196388960	16.137222290	Tibissilamen
2.801944494	15.529722214	Tidabaratene
2.416666985	16.594444275	Tidarmene
2.852499962	16.100833893	Tifolate
-3.266666651	16.640832901	Timbaradjane
-4.034722328	16.768333435	TIN AICHA
0.234722227	16.810556412	Tin Alher
0.165833339	16.798055649	Tin Aoukert
0.169166669	16.799722672	Tin Aoukert
0.169722229	16.800277710	Tin Aoukert
-0.119999997	17.698333740	Tin Droussane
2.601388931	15.980555534	Tin Elouane
2.219444513	16.104166031	Tin Fadimata
2.878888845	15.758333206	Tin tadarast
0.196944445	16.764999390	Tin Tagat
-3.264722109	15.911944389	Tinabalou
-4.116666794	16.412776947	Tinadola
-3.977777719	16.798055649	Tinafewa
-3.163055658	16.620000839	Tiname
-3.161944389	16.620555878	Tiname
2.881666660	15.449722290	Tinamouzoure
0.526388884	15.005000114	TINATESSEN
-3.642499924	16.133888245	TINDIRMA
-3.170555592	16.822500229	Tindjolane
2.731111050	17.205278397	Tindoudou
2.491111040	18.446950912	TIN-ESSAKO
0.730277777	15.681388855	Tintafagat
-1.289999962	15.880277634	Tintaharaten
-3.244722128	16.648056030	TIN-TAYLOU
-3.244444370	16.650554657	TIN-TAYLOU
-3.712222338	16.185277939	Tioki
-3.156111002	16.951389313	Tirikene
-3.157500029	16.952499390	Tirikene
-0.229444444	16.644443512	Tondibi
-0.222222224	16.642778397	Tondibi
-3.646666765	16.266944885	Tondigamé
-3.628055573	16.263055801	Tondigamé
-3.748055458	16.133054733	Tonka
-3.782777786	16.723888397	TOUKABANGOU TAO
-3.782500029	16.722221375	TOUKABANGOU TAO
-4.993611336	15.288889885	Toula bellah
-3.045000076	16.656944275	TOYA
-3.046944380	16.657222748	TOYA
-0.053333335	16.408056259	TROUME
-3.161388874	16.170278549	VERS LA MARE
-4.908611298	15.709444046	VILL
-4.145555496	16.656110764	VILL
-4.283055782	16.653333664	VILL
-3.920277834	16.720556259	VILL
-4.339444637	16.611944199	VILL
-3.948333263	16.273332596	VILL
-2.982222319	16.719999313	VILL
-3.006388903	16.894166946	VILL
-3.334722281	16.623056412	VILL
-3.308333397	16.639722824	VILL
-3.308611155	16.639722824	VILL
-2.734444380	16.750000000	VILL
-3.274444342	16.638610840	VILL
-2.551388979	16.804166794	VILL
-2.154999971	16.891944885	VILL
-2.981388807	16.405834198	VILL
-2.052777767	16.911388397	VILL
-2.718888998	16.999166489	VILL
-2.500000000	16.925556183	VILL
-2.608055592	16.573888779	VILL
-2.702777863	16.666389465	VILL 1
-3.382777691	16.600833893	VILLA
-3.328888893	16.480278015	VILLA
-3.403888941	16.498611450	VILLA
-3.448055506	16.541944504	VILLA
-3.588333368	16.462223053	VILLA
-3.582777739	16.426389694	VILLA
-3.557499886	16.340833664	VILLA
-3.708055496	16.208055496	VILLA
-3.707222223	16.190555573	VILLA
-3.870833397	16.159721375	VILLA
-3.903888941	16.168333054	VILLA
-3.919444561	16.173610687	VILLA
-3.947499990	16.186388016	VILLA
-3.924999952	16.174444199	VILLA
-3.942777872	16.279167175	VILLA
-3.761666775	16.634721756	VILLA
-3.753055573	16.639444351	VILLA
-3.746388912	16.642499924	VILLA
-3.733888865	16.660278320	VILLA
-3.724722147	16.707500458	VILLA
-3.730555534	16.735000610	VILLA
-3.691388845	16.745000839	VILLA
-3.709166765	16.694444656	VILLA
-3.727777719	16.633333206	VILLA
-3.650833368	16.882499695	VILLA
-4.017499924	16.776388168	VILLA
-2.525555611	16.839445114	VILLAGE
-3.238333225	16.542778015	Village
-2.959166765	16.584722519	VILLAGE
-3.400000095	16.489166260	VILLLA  1
-0.033055555	16.189722061	Wabarea
0.035000000	16.127222061	Wakareye
0.034722224	16.128889084	WAKAREYE
-0.031388890	16.290555954	Zaba
0.485277772	15.704444885	Zakoiré
-0.277222216	16.204721451	Zeni
-3.560833216	16.495000839	Zenzen
-0.038888890	16.314722061	Zindiga
-0.028333334	16.314722061	Zindiga
-2.704444408	16.727222443	Sans Nom 1
-4.873333454	15.790833473	Sans Nom 2
-3.179722309	16.712223053	Sans Nom 3
-2.996944427	17.055833817	Sans Nom 4
-2.721111059	16.722221375	Sans Nom 5
-2.585000038	16.729444504	Sans Nom 6
-4.934999943	15.535555840	Sans Nom 7
-3.076388836	16.820278168	Sans Nom 8
-3.119166613	16.681943893	Sans Nom 9
-4.153611183	16.653888702	Sans Nom 10
-5.095277786	15.616944313	Sans Nom 11
-3.182499886	16.508054733	Sans Nom 12
-3.126111031	16.569723129	Sans Nom 13
-3.120833397	16.648056030	Sans Nom 14
-3.177777767	16.628334045	Sans Nom 15
-4.110833168	16.329999924	Sans Nom 16
-3.420555592	16.576110840	Sans Nom 17
-3.000555515	16.773332596	Sans Nom 18
-3.593888998	16.041944504	Sans Nom 19
-3.583611012	15.946666718	Sans Nom 20
-4.042500019	15.971388817	Sans Nom 21
-3.746666670	16.134166718	Sans Nom 22
-3.635277748	16.134721756	Sans Nom 23
-3.779444456	16.166389465	Sans Nom 24
-4.325833321	15.848055840	Sans Nom 25
-4.235277653	15.844444275	Sans Nom 26
-4.358889103	15.782500267	Sans Nom 27
-4.522222042	15.807222366	Sans Nom 28
-4.193333149	15.881667137	Sans Nom 29
-4.087777615	15.903055191	Sans Nom 30
-3.613055468	16.263055801	Sans Nom 31
-3.986944437	15.990833282	Sans Nom 32
-4.019721985	15.999722481	Sans Nom 33
-3.959444523	15.931666374	Sans Nom 34
-2.694722176	16.614999771	Sans Nom 35
-3.333333254	16.360555649	Sans Nom 36
-3.439722300	16.210277557	Sans Nom 37
3.323888779	16.284721375	Sans Nom 38
0.859722197	19.471670151	Sans Nom 39
0.600000024	18.040000916	Sans Nom 40
0.860555530	19.468889236	Sans Nom 41
1.747221947	18.480279922	Sans Nom 42
1.662778020	18.109720230	Sans Nom 43
1.556944013	18.480279922	Sans Nom 44
2.857500076	19.969999313	Sans Nom 45
2.867222071	19.881669998	Sans Nom 46
0.599722207	18.045560837	Sans Nom 47
2.841943979	19.346670151	Sans Nom 48
1.291110992	18.127500534	Sans Nom 49
0.372222185	18.371110916	Sans Nom 50
1.018056035	19.603330612	Sans Nom 51
-4.330555439	15.821389198	0 15m Est mosquée
1.848888874	19.349445343	100m ouest colline
-4.389722347	15.795555115	10m de la route
1.847777724	19.349721909	150m ouest colline
-3.748055458	16.133054733	1er cycle
-3.666666746	16.080278397	1er quartier
2.394999981	15.917778015	1er quartier
2.393055439	15.921388626	1er quartier
2.396389008	15.923889160	1er quartier
2.390833378	15.923055649	1er quartier
-3.855556011	16.319999695	1km nord village
-4.389166832	15.797778130	20m de l'école
2.401111126	15.918333054	2ème quartier
-3.475277662	16.367221832	30m Est Mosque
2.402222157	15.905555725	3ème quartier
2.405555487	15.898056030	3ème quartier
2.403055668	15.912221909	3ème quartier
2.404722214	15.909166336	3ème quartier
2.404722214	15.902500153	3ème quartier
-4.355555534	15.607222557	5m de la mosquée
-3.475832939	16.368299484	5m de petite mosque
-4.270277977	15.788611412	7eme Goupement
-0.657222211	16.282777786	A cote  de la mare
-0.264444441	16.715278625	A cote du CS
-2.899722338	16.402221680	A gauche de la piste
-0.491666675	16.215833664	A l, Ouest du campement
-0.476388901	15.522500038	A l,Ouest de la  mairie
-2.168888807	15.644721985	A l'est
-2.483888865	16.760278702	A l'est
-2.412777662	16.722499847	A l'ouest
-2.787777662	15.849444389	A l'ouest
-2.854444504	15.896111488	A l'ouest du village
-0.056388889	15.515832901	A proximite de Fo1
-0.557500005	15.403055191	A proximite du Fo1
1.010277748	20.197778702	Abachag  Ag Zada
0.159722224	15.942222595	Abahowgou
-0.099166669	16.267221451	Abakar Abdou
-3.016388893	16.782777786	Abatoire
-2.848611116	16.693611145	Abattoir
-4.898611069	15.712499619	Abattoir
2.398333311	15.903888702	Abattoir
-0.104166664	16.254167557	Abdou Sidibe
-0.021111110	16.343334198	Abdoul Aziz
-0.048333332	16.283611298	Abdoulaye Oumar
-0.081944443	16.306943893	Abdoulaye Oumarou
-0.021666666	16.220832825	Abdramane
-0.045833334	16.290277481	Abdramane Idrissa
-0.025000000	16.222221375	Abdramane Maiga
-3.325000048	16.628610611	Acharane
-3.325833321	16.631111145	Acharane
-4.472499847	16.612777710	Achirich
-3.398333311	16.251388550	Ad   eau
-4.902222157	15.717222214	Adduction
-4.910277843	15.715000153	Adduction
-3.271111012	16.572778702	Adina-Koïra
-3.274444342	16.573610306	Adina-Koïra
-1.276388884	16.103055954	Adiora
-1.251111150	16.100276947	Adiora 2
-1.266666651	16.108888626	Adiora2
-2.963055611	16.718889236	Adjachou
-2.959166765	16.726667404	Adjachou
-3.389722109	16.593055725	Adjouwal 2
-3.861111164	15.785277367	Administratif
2.403055668	15.923610687	AEP
2.403888941	15.923889160	AEP
-5.231111050	16.388055801	Agamhor
-0.061388887	16.448333740	Agomo
-1.464166641	15.358611107	Agoufou
-3.095555544	16.694723129	Aguikoul
-2.463888884	16.992776871	Aguinelhi
-0.239722222	16.775833130	Aguizam
-0.240833327	16.780555725	Aguizam
-0.243888885	16.785554886	Aguizam
-2.986944437	16.712778091	Ahara secteur
-2.986944437	16.713611603	Ahara secteur
-1.228333354	16.363611221	Ahill
0.994166672	20.184999466	Ahmed Hany
-3.332499981	16.363611221	Ahoumaye
-3.257222176	16.918888092	Akat kott
-3.286111116	16.898332596	Akat Kott Mouchir
-3.276388884	16.910554886	Akat-kott
-3.288611174	16.902221680	Akat-kott
-5.120833397	15.803333282	Akor
-3.207222223	18.819444656	Akorthal
-3.208611012	18.819444656	Akorthal
-4.206666470	16.313888550	Akoumbar
-3.156111002	16.984167099	Al Araouane
-3.117222309	17.000000000	Al Araouane
-3.116944551	17.001667023	Al Araouane
-3.081388950	17.014722824	Al Badaha
-3.079722166	17.014165878	Al Badaha
-3.448888779	16.548055649	Al Gassouba
-4.420000076	16.594722748	Al Mankouss
-3.160833359	17.665000916	Al Maur
-3.010555506	16.770833969	Alamanben
-0.008888889	16.173334122	Alboudi
-0.007777778	16.178611755	Alboudi
-0.005277778	16.173610687	Alboudi
-0.003611111	16.169445038	Alboudi
-4.114999771	16.011110306	Aldjanaré
-5.287777901	15.596388817	Alfis
-5.288888931	15.597777367	Alfis
-3.215833426	16.184444427	Algassouba
-3.214999914	16.183055878	Algassouba
0.159444451	15.976943970	Alhadikoira
0.160277784	15.975832939	Alhadikoira
-3.246388912	16.220277786	Alhadjicé
-3.246111155	16.219444275	Alhadjicé
-0.036666665	16.258333206	Alhamis Kaba
-0.034444444	16.292778015	Ali
-0.034166668	16.293888092	Ali Badi
-0.034166668	16.293056488	Ali Badi
-0.051944446	16.248056412	Ali Diallo
-0.052222222	16.248056412	Ali Diallo
1.411111116	18.431388855	Aliou
1.410555601	18.428054810	Aliou
1.412500024	18.430000305	Aliou
1.409722209	18.431667328	Aliou
1.406944394	18.429166794	Aliou
1.416944504	18.424444199	Aliou
1.414999962	18.426111221	Aliou
-0.035555556	16.292499542	Aliou Mohamed
0.066111110	16.163333893	Alkakoira
-3.661666632	16.423055649	Alkara
0.089444444	16.007223129	Alkaramadji
-0.053055555	16.271110535	Allassane Mahamane
-3.343611002	18.223054886	Almacha
-3.343333244	18.223611832	Almacha
-3.341666698	18.223611832	Almacha
-2.997499943	16.773889542	Alpha
-3.000833273	16.782777786	Alpha Daouna
-0.046944443	16.287500381	Alpha Issoufi
-0.046388891	16.287776947	Alpha Issoufi
-3.662777662	16.421388626	Alphao
-3.190555573	16.680555344	Amachacha
-0.095833331	16.254444122	Amadou Sidibe
-3.454444408	15.776110649	Amadoukou
-4.619166851	16.316667557	Amarzaga
-2.899444342	15.931944847	Amassaga
0.988055527	20.189722061	Ambabar
0.994166672	20.183889389	Ambabar
0.986111104	20.189443588	Ambabar
0.988055527	20.188888550	Ambabar-HCR
-3.246111155	16.361665726	Amir Faradadi
-3.597222328	16.424722672	Amir farandi
-3.490277767	16.136667252	Amiri
-3.351666689	15.776666641	Amiri
-3.839166641	15.654166222	Amiri Farandi
-3.469444513	16.363056183	Amiri Farandi
-3.469166756	16.363611221	Amiri Farandi
-3.597222328	16.424722672	Amiri Farandi
-3.712500095	16.182777405	Amiri farandi
-3.875000000	15.967499733	Amiri Farandi
-3.875555515	15.968610764	Amiri Farandi
-2.851944447	16.669445038	Amiri-Farandi
-3.826944351	15.579166412	Amiriking
-3.515555620	15.792778015	Amiry
-3.331944466	16.367221832	Ancien C Sqnte
-4.907222271	15.713055611	Ancien Ecole
-4.460833549	16.604722977	Ancien Razelma
2.186666727	16.482221603	ancien site du village
2.186666727	16.482221603	ancien site du village
-0.021944445	16.327777863	Ancien site Ecole
-3.583889008	16.230833054	Ancien soudebe
-3.581111193	16.229722977	Ancien soudebe
-3.495277882	15.927499771	Aouga
-3.784722328	15.883889198	Aouna
-3.782777786	15.884721756	Aouna Est
-3.280277729	17.321388245	Aouwrawira
-3.280555487	17.320833206	Aouwrawira
-3.530833244	18.903888702	ARAOUANE
-4.581944466	16.354444504	Aratene
-4.406666756	16.355833054	Aratene est
-4.587500095	16.353055954	Aratene sud
-4.221944332	16.690000534	Arcachene
-5.096111298	16.695278168	Arché Lahmoun
-1.188333392	17.023332596	Arhabo
0.006388889	16.164722443	Arhabou
0.003888889	16.166110992	Arhabou
0.003333333	16.161111832	Arhabou
-2.789444447	16.707777023	ARHASSAYE
-3.152777672	17.649166107	Ari Gadga
-2.844722271	17.195278168	Ari Gadga
-3.876944542	15.970000267	Arma Farandi
-3.853888988	15.924444199	Armoye
-3.332499981	16.366945267	Arouna  Fanandi
-3.338888884	15.858333588	Arsi Foulbe
-2.158333302	16.810832977	Asacobe
-2.367222309	16.748332977	ASACOBe
-3.255555630	16.646667480	Asana
-4.037499905	15.725277901	Asi
-0.032499999	16.299722672	Ass Femme Dogon
-0.032222223	16.299999237	Ass Femme Dogon
-0.031666666	16.299165726	Ass Femme nord
-0.050555557	16.248611450	Ass villageoise
-0.050833333	16.248611450	Ass villageoise
-0.368888885	16.962778091	Assagaria
-3.257777691	16.646389008	Assana
-3.258055449	16.646110535	Assana
-1.200833321	16.316110611	Assilane
2.401388884	15.922778130	Assoc.Sarrhali
2.403888941	15.924444199	Assoc.Walakeye
-0.016388889	16.215278625	Association
0.274444431	15.791110992	Association feminine
-0.045000002	16.376667023	Association villageoise
-0.296944439	16.879722595	Ataher Maiga
0.981111109	20.181110382	Atahib
-0.606944442	16.313888550	Au  bordure de l, Oued
0.416666657	16.086111069	Au  bordure de l,oued
0.436111122	16.087499619	Au  bordure de l,Oued
-0.179166660	15.629444122	Au  bordure de l,Oued
-0.472777784	15.523611069	Au bord de la  mare
0.398888886	16.548334122	Au bord de la mare
0.112499997	15.974166870	Au bord du fleuve
0.676111102	15.129166603	Au bord du fleuve
0.676111102	15.129166603	Au bord du fleuve
-0.412222236	16.967500687	Au bord du fleuve
-0.680833340	16.357500076	Au bordure de l, Oued
-0.607222199	16.315000534	Au bordure de l, Oued
0.622777760	16.126667023	Au bordure de l,Oued
0.183333337	16.482778549	Au bordure de l,Oued
-0.695555568	15.250000000	Au bordure de l,Oued
-0.696666658	15.250555992	Au bordure de l,Oued
-0.698611140	15.251388550	Au bordure de l,Oued
-0.699722230	15.251388550	Au bordure de l,Oued
-0.657222211	16.186388016	Au bordure de l,oued
-0.661111116	16.187221527	Au bordure de l,Oued
-0.559722245	15.434721947	Au bordure de l,Oued
-0.374722213	15.358888626	Au bordure de l,Oued
-0.717777789	15.984722137	Au bordure de l,Oued
-0.055277776	15.516111374	Au bordure de l,oued
-0.319999993	15.811944008	Au bordure de l,Oued
-0.317499995	16.013889313	Au bordure de l,Oued
-0.416944444	15.368611336	Au bordure de l,Oued
-0.246666670	15.535833359	Au bordure de l,oued
-0.257499993	15.515832901	Au bordure de l,Oued
-0.410833329	15.819167137	Au bordure de la mare
-0.408055544	15.814722061	Au bordure de la mare
-0.370000005	15.356666565	Au bordure de la mare
-0.472777784	15.523611069	Au bordure de la mare
-0.249444440	15.535833359	Au bordure de la mare
-1.865277767	16.926944733	Au centre
-0.475555569	16.205554962	Au centre du campement
0.707777798	16.307777405	Au centre du CDA
3.132222176	17.891944885	Au milieu des dunes
-2.146389008	15.648611069	Au nord
-2.909166574	15.796944618	au nord
-2.250555515	16.823055267	Au Nord
-2.293055534	16.801944733	Au Nord
-2.366111040	16.753889084	Au nord
-2.316388845	16.775278091	Au nord
-2.408333302	16.725000381	Au nord
-2.492777824	16.723611832	Au nord
-2.443055630	16.720556259	Au Nord du village
-2.471944332	16.726667404	Au nord ouest du village
-2.472500086	16.726667404	Au nord ouest du village
-0.277222216	16.204721451	Au pied de la dine
0.087777779	16.003055573	Au pied de la dune
0.364722222	15.751944542	Au pied de la dune
-1.544444442	17.049444199	Au pied de la dune
-2.250000000	16.822778702	Au sud
1.320555568	18.791110992	Au sud de la dune
-2.484722137	16.761943817	Au sud de la mosquée
-0.848055542	16.144443512	Au sud des habitations
-2.681944370	15.840833664	Au sud du village
-2.853610992	15.894721985	Au sud ouest du village
-2.995555639	16.729999542	Aéroport
-2.995555639	16.729999542	Aéroport
0.268611103	15.859722137	Ayakaouya
0.268888891	15.858333588	Ayakaouya
0.266944438	15.852499962	Ayakaouya
0.298055559	15.829444885	Ayakaouya
-2.964999914	17.066389084	Ayine Sebile
-0.024722222	16.223054886	Ayouba
-3.588055611	15.879444122	Ayoun
-3.590277672	15.879722595	Ayoun
-1.318888903	15.828611374	Azarzi
-3.397777796	16.594165802	AZODA
-3.037777662	16.742221832	Baïdou
-3.236388922	16.297222137	Baber
-4.040277958	15.812777519	Baby
-3.365000010	15.711667061	Badial
-3.364722252	15.711111069	Badial
-3.362777710	15.711388588	Badial
-3.597777843	16.426111221	Bagadadji
-3.321666718	16.046943665	Bagnadji
-4.362777710	15.778611183	Bagnaga
-4.237500191	15.846111298	Bagno
-4.644444466	15.727499962	BAGORE
-3.003611088	16.768888474	Bahadou
-4.589722157	15.638889313	BAHE
-2.971388817	16.830554962	Bakiya
-3.781666756	15.788888931	Bakou
0.153333336	16.805000305	Balbousse
0.152500004	16.804166794	Balbousse
-3.315000057	16.188333511	Balloula
-3.313888788	16.191110611	Balloula
-3.566666603	15.851943970	Bamako coura
-3.695833445	15.826666832	Bamako coura
-3.814444542	15.606666565	Bamanaking
-3.735833406	15.704444885	Bamananking
-5.016388893	16.529443741	Bamara
-1.405277729	17.037221909	Bamba
-3.703611135	15.569444656	Banabala
-3.929444551	15.828611374	Bande
-3.291110992	16.018333435	Bangadria
-3.309722185	16.612499237	Bangarane
-4.052499771	16.462499619	BanguiKogo
-3.874444485	15.969444275	Banifo
-3.755277872	16.481666565	Bankoumana
-3.741666555	16.496944427	Bankoumana
-3.748888969	16.480833054	Bankoumana
0.073888890	16.031944275	Banodjindo
-3.865555525	15.785555840	Bantambery
-2.593055487	15.659166336	Banzena
-2.594722271	15.657777786	Banzena
-3.956944466	15.734167099	Baraka
-0.090277776	16.388055801	Bari Ngouma
-0.186666667	16.565277100	Barissadji
-3.816666603	15.883889198	Barkagnalli
-3.340555668	16.135833740	Barnadjé
-3.437777758	16.349721909	Barre
-3.389722109	16.399444580	Barrou Goungou
-0.040555555	16.366111755	Batal Ile
-0.039166667	16.363611221	Batal Ile
-4.020833492	15.844721794	Batouma
-4.021944523	15.843889236	Batouma
-4.021111012	15.843610764	Batouma
-1.934444427	16.873332977	Baya
-4.149722099	16.321945190	Bayakari
2.402777672	15.907500267	Baye Ag Mohamed
-3.088055611	16.644166946	Befindou
-3.079722166	16.147222519	Bella Farandi
-4.352222443	15.659166336	Bellafarandi
-2.783333302	15.853333473	Bellah farandi
-3.560555458	16.406944275	Bellakaka
-2.626944542	17.263889313	Ben Albarka
-2.628611088	17.263334274	Ben Albarka
-0.034722224	16.298334122	Biga Issa
-0.034166668	16.298055649	Biga Issa
-0.034444444	16.298055649	Biga Issa
-0.034444444	16.298334122	Biga Issa
-3.236666679	16.068056107	Billé
-5.068055630	16.304445267	Bir Salam
-3.543888807	15.791110992	Birtianga
-0.247222215	16.734722137	Bissamigno
-3.384999990	16.415000916	Boïda
-3.349722147	15.777500153	Bocar Aly
0.776111126	16.721111298	Bodure de la mare
-4.570555687	16.588888168	Bogabra 1
-4.547500134	16.583055496	Bogabra 2
-3.450000048	16.149999619	Bolibana
-4.162499905	15.994166374	Bolibana
-3.235833406	16.088333130	Bollelé
-0.086111113	16.298055649	Bolondia
-1.765833378	16.930555344	Boma Hawa
-0.045555554	16.377500534	Boncana Idrissa
0.833333313	15.298610687	bord  oued
1.486111164	15.844444275	Bord de la mare
1.078611135	16.229999542	Bord de la mare
1.251666665	16.147222519	Bord de la mare
0.017500000	15.131944656	Bord de la mare
1.316666722	15.379166603	Bord de la mare
1.316666722	15.379170418	Bord de la mare
3.436944485	16.041110992	Bord de la mare
1.086666703	19.173055649	Bord de la piste
1.066666722	19.162221909	Bord de la piste
0.075277783	16.136667252	Bord de la route
0.109444447	16.524999619	Bord de la route
0.112777777	15.971111298	Bord de la route
0.331111103	15.814999580	Bord de la route
0.344722211	15.337499619	Bord de la route
-0.259444445	16.825555801	Bord de la route
-4.975555420	15.185000420	Bord de la route de Dioura
1.398055553	18.446666718	Bord de l'oued
0.538611114	15.210833549	Bord de Oued
-3.731111050	15.685000420	Bord du fleuve
-0.013333334	16.212499619	Bord du fleuve
-0.011666667	16.212223053	Bord du fleuve
-0.056111112	16.253055573	Bord du fleuve
-0.386111110	16.941667557	Bord du fleuve
-0.275000006	16.608333588	Bord du fleuve
-0.355555564	16.861110687	Bord du fleuve
-0.229444444	16.644443512	Bord du fleuve
-1.387222171	16.999166489	Bord du fleuve
-0.882499993	17.004722595	Bord du fleuve
-1.078333378	17.040277481	Bord du fleuve
0.068333343	16.152500153	Bord du fleuve Niger
0.133333340	15.988888741	Bord du Niger
-3.731111050	15.684444427	Bord fleuve
0.171944439	15.970000267	Bord fleuve Niger
-3.646666765	16.266944885	Bord Lac fati
2.703055620	15.439167023	Bord mare
2.702500105	15.440555573	Bord mare
2.702777863	15.439722061	Bord mare
2.921111107	15.408888817	Bord mare
2.922777891	15.407500267	Bord mare
2.801944494	15.529722214	Bord mare
3.246944427	15.726666451	Bord mare
3.244444370	15.726666451	Bord mare
2.894166708	15.633055687	Bord mare
3.019444466	15.315555573	Bord mare
3.019444466	15.315555573	Bord mare
3.023611069	15.352499962	Bord mare
3.028333426	15.479444504	Bord mare
3.381944418	15.603333473	Bord mare
3.382222176	15.603055954	Bord mare
3.164722204	15.361110687	Bord mare
2.715555668	15.531110764	Bord mare
3.856111050	16.144443512	Bord mare
3.154166698	16.227500916	Bord mare
2.701111078	15.634721756	Bord mare
2.703333378	15.636111259	Bord mare
2.154166698	15.492221832	Bord mare
2.518055439	15.743332863	Bord mare
2.106111050	15.393333435	Bord mare
2.532222271	15.724166870	Bord mare
2.037777662	16.101388931	Bord mare
2.217222214	16.106111526	Bord mare
2.216666698	16.106111526	Bord mare
2.217499971	16.105833054	Bord mare
1.889166713	15.847777367	Bord mare
2.196388960	16.137222290	Bord mare
2.198889017	16.138610840	Bord mare
3.027499914	15.422499657	Bord mare
2.189722300	15.751111031	Bord mare Tabakhat
2.976666689	15.368611336	Bord oued
0.656388879	15.982500076	Bord Oued
0.112800002	16.585800171	Bord oued
0.633611083	15.952500343	Bord Oued
0.562222242	15.944444656	Bord Oued
0.548055530	15.936666489	Bord Oued
0.795277774	15.173889160	Bord Oued
0.925833344	15.351943970	Bord Oued
1.350833297	15.841944695	Bord Oued
1.691944480	16.098611832	Bord Oued
1.706666708	16.818332672	Bord Oued
1.766666651	16.325000763	Bord Oued
0.150555551	15.162500381	Bord Oued
0.437500000	15.250555992	Bord Oued
0.273055553	15.256667137	Bord Oued
0.781944454	15.530555725	Bord Oued
1.208333373	16.108888626	Bord Oued
2.940555573	15.314167023	Bord oued
2.412499905	15.842499733	Bord oued
2.517777681	15.743611336	Bord oued
2.587500095	15.767777443	Bord oued
2.622777700	16.055555344	Bord oued
2.443611145	15.825555801	Bord oued
2.852499962	16.100833893	Bord oued
2.878888845	15.758333206	bord oued
2.880833387	15.726388931	Bord oued
2.039722204	16.101667404	Bord oued
2.414722204	15.862500191	Bord oued
2.558333397	17.173055649	Bord oued
2.471666574	16.309444427	Bord oued
2.471944094	16.309999466	Bord oued
2.472222090	16.311944962	Bord oued
2.461111069	16.682777405	Bord oued
2.731388807	17.139444351	Bord oued
2.726388931	17.143054962	Bord oued
2.731944561	17.138610840	Bord oued
1.315833330	18.724721909	Bord oued
1.032777786	18.810832977	Bord oued
1.056666613	18.523611069	Bord oued
1.056944489	18.524723053	Bord oued
1.056666613	18.524723053	Bord oued
1.057222247	18.524723053	Bord oued
1.190555573	18.543611526	bord oued
1.306944489	18.820833206	Bord oued
1.740277767	18.462499619	Bord oued
1.240277767	17.717777252	Bord oued
1.212777734	18.618888855	Bord oued
1.331944466	18.599445343	Bord oued
1.328611135	18.599721909	Bord oued
1.162500024	18.024999619	Bord oued
1.495833278	18.756111145	Bord oued
1.393055558	18.154167175	Bord oued
1.270277739	18.620000839	bord oued
1.269999981	18.620000839	Bord oued
2.256944418	20.019443512	Bord oued
0.943611085	19.036388397	Bord oued
-0.528055489	19.235277176	Bord oued
0.854166687	19.466110229	Bord oued
3.270555496	16.139444351	Bord piste Inekar
0.930277765	19.723888397	Bord piste Tessalit
2.308055639	15.785277367	Bord route
1.978055596	15.914166451	Bord route
2.355277777	15.848055840	Bord route
2.520833254	15.805832863	Bord route
2.521666765	15.804444313	Bord route
0.852777779	19.469444275	Bord route
0.852500021	19.469165802	Bord route
-4.936944485	15.290555954	Bord route de Dioura
2.208611012	16.750278473	Bord route Kidal
2.208889008	16.751111984	Bord route Kidal
-0.411111116	15.819167137	Bordure de la mare
-0.679400027	15.529700279	Bordure de la mare
-0.673600018	15.539199829	Bordure de la mare
1.101666689	15.426388741	Bordure de la mare
-0.481400013	16.549999237	Bordure de l'oued
0.017777778	15.322777748	Bordure de l'oued
1.653055549	15.886666298	Bordure de l'oued
2.349166632	15.948055267	Bordure de l'oued
2.681388855	16.744443893	Bordure de l'oued
0.577777803	16.391666412	Bordure du Oued
3.698888779	15.785833359	Bordure mare
3.039999962	15.437222481	bordure mare
3.916110992	15.711944580	Bordure oued
3.832777739	15.955833435	Bordure oued
3.935555458	15.889721870	Bordure oued
0.868888915	15.993055344	Bordure Oued
0.560000002	16.628299713	Bordure oued
0.318611115	15.462222099	Bordure Oued
0.318611115	15.462499619	Bordure Oued
0.128611118	15.141111374	Bordure Oued
-0.163333327	15.325277328	Bordure Oued
0.240277782	15.345833778	Bordure Oued
-0.173333332	17.679166794	Bordure oued
-0.242777780	18.107500076	Bordure oued
0.294999987	17.561944962	Bordure oued
-0.666944444	16.598611832	Bordure oued
3.148333311	16.625833511	Bordure oued
2.975555658	15.889721870	Bordure oued
2.861111164	16.208333969	Bordure oued
1.933055520	15.524444580	Bordure oued
1.934166670	15.526944160	Bordure oued
2.136111021	15.874722481	Bordure oued
2.135833263	15.874444008	Bordure oued
2.306944370	15.880833626	Bordure oued
1.763333321	15.810000420	Bordure oued
2.891388893	15.877778053	Bordure oued
2.041944504	15.451110840	Bordure oued
2.451666594	15.812222481	Bordure oued
2.059721947	16.284721375	Bordure oued
2.058611155	16.284999847	Bordure oued
0.969166696	20.178611755	Bordure oued
1.261111140	20.220556259	bordure oued
1.261388898	20.220556259	Bordure oued
-0.527777791	19.234443665	Bordure oued
2.476666689	18.954444885	Bordure oued
2.477499962	18.955278397	Bordure oued
2.503333330	18.393611908	Bordure oued
2.493611097	18.429445267	Bordure oued
2.493888855	18.429721832	Bordure oued
2.900555611	17.731666565	Bordure oued
2.900555611	17.731666565	Bordure oued
-3.186666727	16.621110916	Borokoro
